ids	textes	classes
6773	""" What I was saying? You really think that my comment was more rude or an attack than """"I don't give a damn about Egyptians""""????  """	1
70584	WELL SAID Loremaster you do not own the article, you tyrannical anti-knowledge hater.	1
18035	You better shut up telling me stop vandalizing Wikipedia and I will come over to your location and hit you if you tell this to me again!	1
75092	Sunshine  Quit being such an asshole  Stating the FACTS of what actually appears in the finished film is NOT opinion or original research.   Are you on crack or just stupid?    Be advised that an official complaint has now been filed about you with Wikimedia.	1
146060	Oh Im very scared man. why dont u tellme what happen to guys like me, you bloody guy. Wake up man, The world dont revolve around you. This is not place to write ur own child book.	1
23517	ur a cunt undoing my revisions. block me if u dare bitch	1
50691	Restored, ought to be   This article ought to be restored to the original version of years, the one we had before the p*rverts and kikes took over.	1
64078	Put my edit back or the Federal Police will arrest you!   This is last time you do that. Get ready for PRISON! I wish an Australian doesn't rape you there, you racist piece-of-crap! 58.179.207.194	1
14963	October 2013   You want ME for understanding? I'll give you understanding, you annoying editor!  199.96.246.132	1
140677	""" The reason I called you a troll was entirely due to your own throwaway disparaging remark about FP@S's so-called 'conduct.' Allegations, like edits, need to be sourced. Diffs are RS. Your remark it amounted to nothing more than a personal attack therefore = trolling.    Imperatrix Mundi """	1
5675	Wtf ur a asshole no advertising pls Bot	1
132191	By that standard, I have been raped many many times. Bullshit? Of course. Did I just give in after S.O. nagged and begged? Yep. Should I get her a nice set of professional vibrators? You bet.	1
10564	((unblock. First off it's justly my nature to use that fucking language alright and its a damn amendment in the constitution you pc bastard this why we can't do shit in this country anymore and should shove your bullshit degree up your ass cunt ass fuck face go get herpes you shithead bastardized fuck	1
105999	GO AHEAD AND BLOCK ME!    I HAVE 42 FUCKIN ACCOUNTS ON WIKIPEDIA. You cannot get rid of me for no fuckin reason. So go ahead and block me. And i will just log in to another account at which you suck. By the way, how can you vandalize YOUR OWN DESCUSSION PAGE!? This is mine, why the hell are you worried about mine you piece of shit!	1
11223	"""   The Gay Barnstar Fæ, I am pleased to offer you the Gay Barnstar for your continual pursuit of the queer agenda. ArbCom's findings are mere smoke and mirrors, designed to conceal that you are actually being banned for your queer agenda. Feel free to continue your fag rights campaign on Commons and elsewhere, but it won't do you any good. Adieu and take care of yourself!  [formerly ]  """	1
119847	Point out EXACTLY where the word masturbation is anywhere in the Bible. Stupid fundy.	1
138693	i dont think i should be blocked be cause yall r illiterate yankees (bunch of idiots)	1
112935	Pretty sure they farted on the monster until it pooped it's face off and vomited an assload of fuck.	1
130250	Good job really, as you're obviously an idiot.	1
58064	more than a month later, the idiotic back and forth continues. is dan ashley on at just 9 and 11, or is he on at 6, 9, and 11? dear god, will we ever have an authoritative answer to this burning conflict? film at eleven. so to speak.	1
30435	""" """"Wikipedia is not a battleground, running around accusing people of vandalism for not bowing down to the authority of their personal knowledge only makes one look like an asshole""""  IF THAT ISN'T A COLD-BLOODED RUDE, CONDESCENDING ATTACK THEN ...WELL, I DON'T KNOW WHAT.  THIS ONE WAS COMPLETELY OUT OF LINE AND UNCALLED FOR."""	1
141631	Kid Eternity edits the article, but will he get banned?   The professional racist and anti-union strike-opposer 'Kid Eternity' edits the article. If Captain Mainwaring and his trusty chimp Frigid Magnate aren't liars and hypocrites, they would ban that racist from their little website. Will they? They will and me arse...	1
46238	User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit. User:Edgar181 is a shit.NEW	1
5985	"""   Ryanpostlethwaite   I'm not going to sit here and just blatantly make fun of what you do and who you are. However, I look at your picture(funny how you put a drunken picture of yourself, trying really hard to convince your readers that you actually have friends) and it's quite easy to see that you're an ugly little parasite. As I browse through your insignificant pages on Roger Royle and Harold Gaba (that must have taken hours to make), and I know right then and there that you're a compulsive masturbator. I look at all your Wikipedia buddies and their comments concerning """"speedy deletions"""" and """"harassment via Wikipedia"""" and I now understand why there are entire hospitals throughout the world that treat internet addictions. So go ahead and suspend or block or whatever it is you people do to naughty Wikipedia users, because I could really careless. You piece of shit."""	1
66831	Im an amdin and can do whatever the fuck I want >[[User_talk:Malo|(	1
8779	Stop writing on my T.P. I have nothing further to discuss with you given that you lack a bsinc education or diplomacy	1
131718	"""  Bastard Child Does anyone know if Obama was born out of wedlock, and is a """"bastard"""" child? 24.27.130.12  """	1
42516	Lia!   You lie. Nyanpire might not be a boy,but you unregistered user,are one big B**ch!	1
19431	Have you stopped beating your wife? Don't answer that. Just keep in mind that what I just gave you was a final warning.	1
42650	"""  Whoever you are, you tedious little twat, bombarding innocent users with these """"warnings"""", realise that this IP address is shared by literally hunderds(and possibly thousands) of users, and the spammer(or spammers) represent less than 1 per cent of people posting/editing etc on this IP address. Unless you are just some dweeb who gets off on threatening people?"""	1
93598	su.cked my c.ock last night	1
110213	Vaginas   include something about red heads vaginas being warmer then the average vagina.  If you think im full of shit, then you've obviously never fucked a red head.	1
17298	Screw off, arsehole. 'Embezzlement' is a highly misleading word in this context.	1
79542	""" Without playing your silly game no more, I'll just skip to the point and suggest a new sentence:  """"This argument has been cited by most American physical and cultural anthropologists as evidence that racial categories are biologically meaningless, and that behavioral differences between groups cannot have any genetic underpinnings. Physical and cultural anthropologists in other countries, most notably Russia and China are mostly of the opposite opinion, and believe racial categories are biologically meaningful. Likewise, the majority of forensic anthropologists, biologists and developmental psychologists believe race is biologically meaningful.""""  """	1
134978	"""( ) you are SUCH a fucking twat flap  Position // Artist, Band, or Group // Song Title // Weeks Spent At #1 // Year  1. Mariah Carey & Boyz II Men- """"One Sweet Day""""- [16 weeks] (1995) 2. Boyz II Men- """"End of the Road""""- [14 weeks] (1992) 3. Whitney Houston- """"I Will Always Love You""""- [14 weeks] (1992) 4. Los Del Rio- """"Macarena (Bayside Boys Mix)""""- [14 weeks] (1996)  5. Elton John- """"Candle In The Wind""""- [14 weeks] (1997) 6. Mariah Carey- """"We Belong Together""""- [14 weeks] (2005) 7. Boyz II Men- """"I'll Make Love To You""""- [13 weeks] (1994) 8. Monica & Brandy- """"The Boy Is Mine""""- [13 weeks] (1998) 9. Santana featuring Rob Thomas- """"Smooth""""- [12 weeks] (2000) 10. Eminem- """"Lose Yourself""""- [12 weeks] (2002) 11. Usher featuring Lil Jon & Ludacris- """"Yeah!""""- [12 weeks] (2004) 12. All-4-One- """"I Swear""""- [11 weeks] (1994) 13. Toni Braxton- Un-break My Heart""""- [11 weeks] (1996) 14. Puff Daddy & Faith Evans featuring 112- """"I'll Be Missing You""""- [11 weeks] (1997) 15. Destiny's Child- """"Independent Woman Part I""""- [11 weeks] (2000) 16. Olivia Newton John- """"Physical""""- [10 weeks] (1981) 17. Santana featuring the Product G&B-; """"Maria Maria""""- [10 weeks] (2000) 18. Ashanti- """"Foolish""""- [10 weeks] (2002) 19. Nelly & Kelly Rowland- """"Dilemna""""- [10 weeks] (2002) 20. Kanye West featuring Jamie Fox- """"Gold Digger""""- [10 weeks] (2005) 21. Kim Carnes- """"Betty Davis Eyes""""- [9 weeks] (1981) 22. Diana Ross & Lionel Richie- """"Endless Love""""- [9 weeks] (1981) 23. 50 Cent- """"In Da Club""""- [9 weeks] (2003) 24. Beyoncé Featuring Sean Paul- """"Baby Boy""""- [9 weeks] (2003) 25. Outkast- """"Hey Ya!""""- [9 weeks] (2003) 26. Mario- """"Let Me Love You""""- [9 weeks] (2005) 27. The Police- """"Every Breath You Take""""- [8 weeks] (1983) 28. Kris Kross- """"Jump""""- [8 weeks] (1992)  29. Janet Jackson- """"That's the Way Love Goes""""- [8 weeks] (1993) 30. Mariah Carey- """"Dreamlover""""- [8 weeks] (1993) 31. Mariah Carey- """"Fantasy""""- [8 weeks] (1995) 32. Bone Thugz-N-Harmony- """"That Crossroads""""- [8 weeks] (1996) 33. Beyonce featuring Jay-Z- """"Crazy In Love""""- [8 weeks] (2003) 34. Usher- """"Burn""""- [8 weeks] (2004) 35. 50 Cent featuring Olivia- """"Candy Shop""""- [8 weeks] (2005) 36. Joan Jett & The Blackhearts- """"I Love Rock N Roll""""- [7 weeks] (1982) 37. Paul McCartney & Stevie Wonder- """"Ebony and Ivory""""- [7 weeks] (1982) 38. Michael Jackson- """"Billie Jean""""- [7 weeks] (1983) 39. Bryan Adams- """"(Everything I Do) I Do It For You""""- [7 weeks] (1991) 40. Michael Jackson- """"Black or White""""- [7 weeks] (1991) 41. Snow- """"Informer""""- [7 weeks] (1993) 42. UB40- """"Can't Help Falling In Love""""- [7 weeks] (1993) 43. Madonna- """"Take A Bow""""- [7 weeks] (1995) 44. Montell Joran- """"This Is How We Do It""""- [7 weeks] (1995) 45. TLC- """"Waterfalls""""- [7 weeks] (1995) 46. Janet Jackson- """"All For You""""- [7 weeks] (2001) 47. Nelly- """"Hot In Herre""""- [7 weeks] (2002) 48. Ciara featuring Petey Pablo- """"Goodies""""- [7 weeks] (2004) 49. Blondie- """"Call Me""""- [6 weeks] (1980) 50. Kenny Rogers- """"Lady""""- [6 weeks] (1980) 51. The J. Geils Band- """"Centerfold""""- [6 weeks] (1982) 52. Survivor- """"Eye of the Tiger""""- [6 weeks] (1982) 53. Irene Cara- """"Flashdance... What A Feeling""""- [6 weeks] (1983) 54. Michael Jackson & Paul McCartney- """"Say Say Say""""- [6 weeks] (1983) 55. Madonna- """"Like A Virgin""""- [6 weeks] (1984) 56. Boyz II Men- """"On Bended Knee""""- [6 weeks] (1994) 57. Ace of Base- """"The Sign""""- [6 weeks] (1994) 58. Celine Dion- """"Because You Loved Me""""- [6 weeks] (1996) 59. Puff Daddy featuring Mase- """"Can't Nobody Hold Me Down""""- [6 weeks] (1997) 60. R.Kelly & Celine Dion- """"I'm Your Angel""""- [6 weeks] (1998) 61. Alicia Keys- """"Fallin""""- [6 weeks] (2001) 62. Mary J. Blige- """"Family Affair""""- [6 weeks] (2001) 63. Usher- """"U Got It Bad""""- [6 weeks] (2001) 64. Jennifer Lopez featuring Ja Rule- """"Aint It Funny (Murder Remix)- [6 weeks] (2002) 65. Usher & Alicia Keys- """"My Boo""""- [6 weeks] (2004) 66. John Lennon- """"(Just Like) Starting Over""""- [5 weeks] (1980) 67. Van Halen- """"Jump"""" - [5 weeks] (1984) 68. Prince- """"When Doves Cry""""- [5 weeks] (1984) 69. Paula Abdul- """"Rush, Rush""""- [5 weeks] (1991) 70. Vanessa Williams- """"Save The Best For Last""""- [5 weeks] (1992) 71. Sir Mix-A-Lot- """"Baby Got Back""""- [5 weeks] (1992) 72. Meat Loaf- """"I'd Do Anything For Love (But I Won't Do That)""""- [5 weeks] (1993) 73. Bryan Adams- """"Have You Ever Really Loved A Woman?- [5 weeks] (1995) 74. Ricky Martin- """"Livin La Vida Loca""""- [5 weeks] (1999) 75. Jennifer Lopez-"	1
152293	They did come from the heart, until you started being rude and accusing me of false vandalism. Dil is not short for dildo, i know what the word means and it means whatever where i am from. You obviously don't get out much. Secondly, i agreed with the user sticking up for himself against your rude, pompous, over-zealous behavior. I like when the little guys stick up for themsleves. His edit was bad, but u are cruel and condescending, and you deserve it. Please stop your hypocrtitical behavior before i get angry	1
90756	"""I AM the YuccaMeister and when you quit bloviating and foaming at the mouth and read what i wrote - i suggested a disambugation page or link, to my paragraph about what is in fact a popular and famous party drink, punch WITH THE VERY SAME NAME ... """"Yucca FLats"""" , etc. and all that meets every criteria of additions to wiki etc except one avoiding the inexperienced and lunatic level editors as you, who should leave wiki alone to helpful ongoing positive contributors and not nut job freaks , who do not understand much of anything about anything esp important subjects as party punches ... ... /s/ yuca grande' 144th  ~~  """	1
47512	who would honestly play this game? this game seems so lame, who would honestly play this on their own will??!?!?!????	1
158148	"""  wow, you sure do """"talk"""", """"talk:"""", """"Talk:"""" alot. how about trying to add something to articles, take your own advice. i laugh in your face: http://en.wikipedia.org/wiki/Special:Contributions/JShultz   """	1
46971	Don't bother. GWH is a huge piece of shit. Just forget about him and move on.	1
29382	YOU ARE A BULLY   You are violating wiki:own, and you are a bully. 70.1.65.164	1
66939	Obtuse and pathalogical liar.	1
119236	you think im stupid or smth? quit using this ip for vandalism or we'll be both blocked.	1
38940	who has stepped in from nowhere and is interfering in issues which he doesn't understand and thinks that contributors from ethnic minorities which the pages they are editing are about and are thus in the best position to know about them are inferior to other people who have had no contact with these minorities at all. This is a typical British colonialist patronising racist attitude	1
17178	Why the heck are you putting Pink Floyd in the 250 million bracket when the citation you're using claims 200 million? Stop reverting.	1
109977	By the way, dummy, I didn't put her name in the article, as I know your white knight ass will just remove it, because you hate the truth.  So I didn't violate privacy of names.  But I have now repeatedly violated the rule that says I can't be an asshole to an idiot like yourself.	1
82156	Harry the Dirty Dog  - CONFLICT OF INTEREST   Harry the Dirty Dog  seems to be adamant that he knows the Hasnains and that they are out of the country or have been arrested. I think there is a bit conflict of interest. This news was taken out 1 year old traced back to the Mercury news. The name of Pakistan and a beauty pageant has made it interesting enough. So far and far, Harry the Dirty Dog  this user is doing vandalism and it seems he is not allowing for us to remove the non-reliable sources and references.  Also this user seems to have a personal agenda to secure this as far as possible, and seems to me, this user Harry the Dirty Dog  is on a personal agenda of defaming this lady. There is no proof and this is a rumour according to me and is supposed to be dismissed. If any one needs to research then one must google up and find out what she is up to!  Harry the Dirty Dog  is on a personal agenda and seems to be one of the people trying to defame her. This news is one whole year old with no follow up! SUch are labelled as rumours only! Sonisona	1
35382	Your A Idiot Live With It...  Hmmmm Where do i even start, Fist off the gotti boys are NOT part Jewish If there mother is part Jewish(Rumor has it that Victoria's mother is half Jewish) Than they would be less than 13% Jewish DUH get over it and Learn math.	1
20622	Oh come,  on not again.  Admins, stop wasting time and just permaban, you know the situation won't change.	1
56616	YOU WONT BAN ME YOU FAGGG   ==	1
124343	""" OK, now you're pissing me off. Stop accusing me of things that aren't real. What, in the his noddlinesses name are you talking about. I repeat, in vulgar and block worthy language, because your irrationality is making you impossible I DON'T GIVE A SHIT ABOUT THE REFERENCE TO AFFIRMATIVE ACTION. I've said it three times, repeated it in the post you are refering to, and still you went on to make accusations about """"  a desire to focus on his point of view and not the consensus"""", when I have jsut said, I reverted you VANDALISM becuase you vandalised the defintion and not because of the reference to affirmative action. If you continue to lie about me I will stop acting friendly towards your edits, you irrational individual who I am struggling not to label negatively. There is no point about the affirmative action reference, as I said in the previous post. The fact I would contradict your lies (that affirmative action isn't always discrimination, when it is) is unrelated to that statement and your vandalism. If you feel a bit concerned about imaginary things, perhaps you should see a fucking psychiatrist, because feeling concerned about things that don't exist is extreme paranoia. Accuse me of bad faith again without a shred of evidence and i will strive to irritate you for every second until they block me. I cannot stand lieing and complete apathy towards actual responding to what I write as opposed to what you imagine I write. I advice you do not respond to this with anything but an apology, I can't see it being pretty. And now some quotes from the post you responded to, so that those smarter than you can laugh at your irrational response, """"I have no interest in your line on Affirmative action"""", """"the arrogance which drives you to completely brush off the rest of the edit and come here and accuse me of POV, when I was reverting to a consesnsus over an unsourced redefinition"""", """"I don't give a toss about the link between affirmatvie action and disscrimination"""" and """"stop accusing me of things that pop into your head"""". Definetly some irony in how quickly I picked up on that second quote, considering it's exactly what you're doing. -   """	1
151381	you still missed like half the shit ive changed. im the FUCKING MAN	1
64654	I already asked. He pretty much told me to stick my head in a bucket of lava. )	1
23603	""" No, you utter RETARD! HISPANIC MEANS FROM SPAIN! Mexicans are not hispanic, only idiot, uneducated yanks call them that since they are retards who can't tell the difference between the White people from Spain and the Red people of Mexico! Mexicans and Indians (whoo-hoo feather natives) like Apache, Sioux and other former scalping savages from the Lone Ranger era are the same race!!!! They got CONQUERED BY WHITE SPANIARDS aka TRUE HISPANICS and that is the reason non-White, RED Mexicans are HISPANOPHONES, they're not Hispanics (FROM SPAIN IS THE TRUE DEFINITION OF HISPANIC!!), they are Mayans or Aztecs or whatever tribe. The native people of Spain, are White!   Maybe, since retarded yanks can't grasp these FACTS, them Mexicans ought to be shamed for their defeated, loser past so they can quit speaking  the EUROPEAN SPANISH language and go back to speaking Aztec, that way you imbeciles will quit calling these NON-SPANIARDS, NON-WHITES """"Hispanics"""" or """"Latino"""" and call them what they are, Red indigenous native Americans. That way you will learn the DIFFERENCE. Pendejos gringos!  It's about time! Blacks are no longer called Negroes, it's now an insult to call Asians Orientals (even though Taj Mahal Indians are also Asians, duh!!!) so quit calling Mexicans """"Hispanic"""" or we will start calling you yanks English or British! """	1
69272	You're not even able to use fucking *google*, can you...?!? http://www.enotes.com/psychoanalysis-encyclopedia/unpleasure	1
147865	ENOY FACKING SMALL KIDS AND EATING PELICAN SHIT	1
101297	You are a racist   shun, shuuuuuuuuun. shuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuun.	1
55346	ROB you're a fat dork.	1
67983	hey dickbreath   ur retarded	1
141035	unblock| jayron32 likes to sleep with boys	1
92541	"""  Oh and that comment was rude. !! a Punk !! """	1
135439	You make me sick  Your kind make me sick. Do you really have nothing better to do with your life other than attention seeking article deletion?	1
129605	"""Kurt and Dave get it on?==  Groaning Kurt released his cock. For the past week he hadn't been able to get off. He tried a cocktail of drugs and a cocktail of whores. Nothing was doing it for him. Masturbating in the shower wasn't even working. Oh he was getting hard all right, he just couldn't fucking cum. And it was driving him nuts.  To top it off, he didn't know why he couldn't cum. The girls had been either hot enough or slutty enough. Even the couple of guys he brought home had been decent. Despite that, he couldn't fucking cum. And a week of that was enough to make anyone more pissy than normal.  Which meant band practice was unlikely to be much fun for anyone.  That was made abundantly clear the moment Kurt stepped into the rehearsal studio. His eyes flicked from Krist to Dave and he came to a sudden stop. Dave was sitting on a couch, a pretty girl in his lap giggling. It was like he was taunting Kurt. And he would have nothing of that.  Stalking over to the drummer and the floozie, Kurt pulled her forcibly out of his lap. The girl squealed and Dave growled, but Kurt paid no attention, forcing the girl out of the studio. After slamming the door he headed back over to Dave. Without a word he pulled the drummer to him and kissed him possessively.  Dave shoved Kurt away, """"What part of no don't you fucking understand!?""""  Krist's eyes widened and he took a step forward, """"Guys, I think—""""  Kurt sent him a silent glare, silencing and stopping him.  """"I don't want you, Kurt. I don't even fucking like you right now,"""" Dave growled. """"In fact, I fucking quit! I don't have to put up with this shit. You're fucking insane. You need some other crackwhore to take my place. I'm not it.""""  Sidestepping the singer, Dave headed towards the door. He barely made three steps before Kurt grabbed him again. This time his back was pulled to Kurt's front. He could clearly feel the singer's erection pressing into his ass.  He wasn't going to be anyone's bitch.  """"I'm just gonna... go,"""" Krist muttered before slipping out of the room quickly.  """"You're fucking mine, Dave,"""" Kurt declared, licking Dave's neck. """"Always.""""  For as small as he was, Kurt had more strength than Dave expected. With considerably less effort than he would have figured, the singer forced the drummer down to the floor. Dave wiggled and tried to crawl away, but all that resulted was in Kurt pulling the drummer's pants off.  Laying down on top of Dave while he worked his own pants off, Kurt hissed in his ear, """"You're mine. You hear me? Fucking mine.""""  """"Stop! Kurt, stop!"""" Dave struggled.  With Kurt's weight on him, the drummer had very little maneuverability. He was completely trapped. But that didn't mean he stopped trying to get away. While wholly his struggling was probably a good thing, it wasn't really helping. If anything it was turning Kurt on more.  Not having the patience to remove Dave's boxers, Kurt reached down and tore the back seam, exposing the drummer's ass. He didn't even pause to warn Dave. His hands spread Dave's cheeks, spit down his crack to provide some lubrication, and quickly pushed his cock in. Dave screamed, wiggling once more to get away. With Kurt's hands holding onto his hips, he had no chance to go anywhere, at least not until the singer was done.  Dave's screams faded into sobs. That alone drove Kurt further, faster. He loved everything about it. The way Dave's ass squeezed his cock better than anyone else's had before. He was a perfect glove, a perfect fit. Before too long a week's worth of unreleased cum spurted from Kurt's cock.  Slowly he pulled out, not really caring about the mixture of blood and semen leaking from Dave's ass. Grinning to himself he refastened his pants. He glanced at Dave, a feeling of superiority infusing him. He totally owned Dave now.   Does anyone have any basis for this rumour? I would love to put it on the main page.    =="""	1
61180	You've got child porn. CHILD PORN!	1
46478	"""   About the dumbest admin action I've seen in awhile   Congratulations. You've just amply rewarded tag teaming, disruptive behavior and general assholery by an obnoxious group of users by instituting the block on Altetendekrabbe .  Way to incentivize users to engage in more tag teaming, disruptive behavior and general assholery. And people wonder why the project's dying. """	1
107304	SHUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUT UP MY AWESOME WRITING ROX	1
108964	1. punk rock because they band say they are you (cant swear but i hate you).	1
154134	RE: Mutiny on the Bounty    I just saw a message from you on my talk page. The message was also delivered to email inbox.  I don't want this. I do NOT want messages from shit-faced little creeps on websites or forums. Please, fuck off and creep round someone else. Do not ever contact me again.	1
34478	FUCK YOU   How about a range block - does your mom still eat cum? 70.251.71.245	1
133467	What a lying BITCH!!! Look at this shyt   http://www.breitbart.com/Big-Government/2012/06/01/Exclusive-Video-Shows-Elizabeth-Warren-Telling-Tall-Tale-of-Composite-Grandmother  http://www.breitbart.com/Big-Government/2012/06/01/Exclusive-Eloped-Elizabeth-Warren-Parents-Married-in-Religious-Ceremony  This is a twofer. IRREFUTABLE proof that she's a liar. AND...it comes from Breitbart which may PISS off the liberals that CONTROL wikipedia even MORE than the slowly dawning realization that THEIR candidate is melting down before their very eyes in the FLAMES of her own prevarications.  First Martha KOOKley....now PoccaDISHONEST?? Is Scott Brown BLESSED or what? bahaha 99.185.56.156	1
62689	You losers don't know ANYTHING about Frank Zappa   Look Frank Zappa was the most alternative rock in the world.  + HE did not want to be remembered  +He HATES the music industry  +I mean there are just SOOOOOOOOO many things you guys are leaving out of his article it's embarrsing.	1
33569	"""   You suck     The Dick Award I HATE YOU   """	1
74021	""" I wouldn't bother arguing with this loser """"Off2riorob"""", he's just a sad little unemployed welfare recepient who is terrifed of loosing his benefits once the unelectable, autistic one-eyed freak Brown is voted out in May. (  )"""	1
98606	Yadda Yadda Yadda. Nothing you've just said is relavent. Though you clearly don't know what an Ad-Hominem fallacy is as you've just commited it again. ANSWER MY CHALLENGES IF YOU CAN.	1
120642	dont use spaces, dumbass	1
